Title,BibTex,DOI,Authors,Year,Fields,Link
PPML-Omics: a Privacy-Preserving federated Machine Learning method protects patients’ privacy in omic data,"@Article{Zhou2023PPMLOmicsAP,
 author = {Juexiao Zhou and Siyuan Chen and Yulian Wu and Haoyang Li and Bin Zhang and Longxi Zhou and Yan Hu and Zihang Xiang and Zhongxiao Li and NingNing Chen and Wenkai Han and Di Wang and Xin Gao},
 journal = {bioRxiv},
 title = {PPML-Omics: a Privacy-Preserving federated Machine Learning method protects patients’ privacy in omic data},
 year = {2023}
}
",10.1097/RTI.0000000000000705,"['Juexiao Zhou', 'Siyuan Chen', 'Yulian Wu', 'Haoyang Li', 'Bin Zhang', 'Longxi Zhou', 'Yan Hu', 'Zihang Xiang', 'Zhongxiao Li', 'NingNing Chen', 'Wenkai Han', 'Di Wang', 'Xin Gao']",2023.0,Biology,https://www.semanticscholar.org/paper/482b1c3883b2c30e41b93c6d46d5e92f43b19a8c
A Survey of Federated Learning for Connected and Automated Vehicles,"@Article{Chellapandi2023ASO,
 author = {Vishnu Pandi Chellapandi and Liangqi Yuan and S. Żak and Ziran Wang},
 journal = {ArXiv},
 title = {A Survey of Federated Learning for Connected and Automated Vehicles},
 volume = {abs/2303.10677},
 year = {2023}
}
",10.1101/2022.03.23.485485,"['Vishnu Pandi Chellapandi', 'Liangqi Yuan', 'S. Żak', 'Ziran Wang']",2023.0,Computer Science,https://www.semanticscholar.org/paper/5affe97331e43768bd5ce355837f952f0097c049
"Blockchain-Empowered Trustworthy Data Sharing: Fundamentals, Applications, and Challenges","@Article{Nguyen2023BlockchainEmpoweredTD,
 author = {Linh-TX Nguyen and L. Nguyen and Thong Hoang and Dilum Bandara and Qin Wang and Qinghua Lu and Xiwei Xu and Liming Zhu and P. Popovski and Shiping Chen},
 journal = {ArXiv},
 title = {Blockchain-Empowered Trustworthy Data Sharing: Fundamentals, Applications, and Challenges},
 volume = {abs/2303.06546},
 year = {2023}
}
",10.48550/arXiv.2303.10677,"['Linh-TX Nguyen', 'L. Nguyen', 'Thong Hoang', 'Dilum Bandara', 'Qin Wang', 'Qinghua Lu', 'Xiwei Xu', 'Liming Zhu', 'P. Popovski', 'Shiping Chen']",2023.0,Computer Science,https://www.semanticscholar.org/paper/61873f3460ab0be720c1b7e448a2fca26fc0c6cc
DeepFixCX: Explainable privacy‐preserving image compression for medical image analysis,"@Article{Gaudio2023DeepFixCXEP,
 author = {Alex Gaudio and A. Smailagic and C. Faloutsos and Shreshta Mohan and Elvin Johnson and Yuhao Liu and P. Costa and A. Campilho},
 journal = {Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery},
 title = {DeepFixCX: Explainable privacy‐preserving image compression for medical image analysis},
 volume = {13},
 year = {2023}
}
",10.48550/arXiv.2303.06546,"['Alex Gaudio', 'A. Smailagic', 'C. Faloutsos', 'Shreshta Mohan', 'Elvin Johnson', 'Yuhao Liu', 'P. Costa', 'A. Campilho']",2023.0,Computer Science,https://www.semanticscholar.org/paper/0b5970fd876b52b676f878079b52e7289dc56025
Quantitative risk analysis of treatment plans for patients with tumor by mining historical similar patients from electronic health records using federated learning.,"@Article{Liu2023QuantitativeRA,
 author = {Yang Liu and Donghai Bi},
 journal = {Risk analysis : an official publication of the Society for Risk Analysis},
 title = {Quantitative risk analysis of treatment plans for patients with tumor by mining historical similar patients from electronic health records using federated learning.},
 year = {2023}
}
",10.1002/widm.1495,"['Yang Liu', 'Donghai Bi']",2023.0,Medicine,https://www.semanticscholar.org/paper/4404a62aea55d94c36bf7d7a22fa7c970034c9ac
A Comprehensive Survey on Federated Learning Techniques for Healthcare Informatics,"@Article{Reddy2023ACS,
 author = {K. D. Reddy and Thippa Reddy and T.Ganesh Reddy},
 journal = {Computational Intelligence and Neuroscience},
 title = {A Comprehensive Survey on Federated Learning Techniques for Healthcare Informatics},
 volume = {2023},
 year = {2023}
}
",10.1111/risa.14124,"['K. D. Reddy', 'Thippa Reddy', 'T.Ganesh Reddy']",2023.0,Medicine,https://www.semanticscholar.org/paper/ce7b5cafe754dd6f6a93dbc602b43eb048d0f49a
AI in Pathology: What could possibly go wrong?,"@Article{Nakagawa2023AIIP,
 author = {Keisuke Nakagawa and L. Moukheiber and L. Celi and Malhar Patel and F. Mahmood and Dibson D. Gondim and M. Hogarth and Richard Levenson},
 journal = {Seminars in diagnostic pathology},
 title = {AI in Pathology: What could possibly go wrong?},
 year = {2023}
}
",10.1155/2023/8393990,"['Keisuke Nakagawa', 'L. Moukheiber', 'L. Celi', 'Malhar Patel', 'F. Mahmood', 'Dibson D. Gondim', 'M. Hogarth', 'Richard Levenson']",2023.0,Medicine,https://www.semanticscholar.org/paper/a49fe85ab8a1a8c25642509b323caa014f7ecf90
Skin-interfaced electronics: A promising and intelligent paradigm for personalized healthcare.,"@Article{Zhu2023SkininterfacedEA,
 author = {Yangzhi Zhu and Jinghang Li and Jinjoo Kim and Shaopei Li and Yichao Zhao and Jamaluddin Bahari and Payam Eliahoo and Guanghui Li and S. Kawakita and R. Haghniaz and Xiaoxiang Gao and Natashya Falcone and M. Ermis and Heemin Kang and Hao Liu and Hanjun Kim and T. Tabish and Haidong Yu and Bingbing Li and M. Akbari and S. Emaminejad and A. Khademhosseini},
 journal = {Biomaterials},
 pages = {
          122075
        },
 title = {Skin-interfaced electronics: A promising and intelligent paradigm for personalized healthcare.},
 volume = {296},
 year = {2023}
}
",10.1053/j.semdp.2023.02.006,"['Yangzhi Zhu', 'Jinghang Li', 'Jinjoo Kim', 'Shaopei Li', 'Yichao Zhao', 'Jamaluddin Bahari', 'Payam Eliahoo', 'Guanghui Li', 'S. Kawakita', 'R. Haghniaz', 'Xiaoxiang Gao', 'Natashya Falcone', 'M. Ermis', 'Heemin Kang', 'Hao Liu', 'Hanjun Kim', 'T. Tabish', 'Haidong Yu', 'Bingbing Li', 'M. Akbari', 'S. Emaminejad', 'A. Khademhosseini']",2023.0,Medicine,https://www.semanticscholar.org/paper/7feeb2468225905c45fc1245d5a49814da091bf5
Discrepancy-Aware Federated Learning for Non-IID Data,"@Article{Shen2023DiscrepancyAwareFL,
 author = {J. Shen and Siguang Chen},
 journal = {2023 IEEE Wireless Communications and Networking Conference (WCNC)},
 pages = {1-6},
 title = {Discrepancy-Aware Federated Learning for Non-IID Data},
 year = {2023}
}
",10.1016/j.biomaterials.2023.122075,"['J. Shen', 'Siguang Chen']",2023.0,Computer Science,https://www.semanticscholar.org/paper/91ad71a14a9b779b062015dc181ed9beade460bb
FedDBL: Communication and Data Efficient Federated Deep-Broad Learning for Histopathological Tissue Classification,"@Article{Deng2023FedDBLCA,
 author = {Tianpeng Deng and Yanqi Huang and Zhenwei Shi and Jiatai Lin and Qianming Dou and Ke Zhao and Fangzhou Liu and Yudong Jia and Jin Wang and Bingchao Zhao and C. Liang and Zaiyi Liu and Xiaohui Guo and Guoqiang Han and Xin Chen and Chu Han},
 journal = {ArXiv},
 title = {FedDBL: Communication and Data Efficient Federated Deep-Broad Learning for Histopathological Tissue Classification},
 volume = {abs/2302.12662},
 year = {2023}
}
",10.1109/WCNC55385.2023.10118804,"['Tianpeng Deng', 'Yanqi Huang', 'Zhenwei Shi', 'Jiatai Lin', 'Qianming Dou', 'Ke Zhao', 'Fangzhou Liu', 'Yudong Jia', 'Jin Wang', 'Bingchao Zhao', 'C. Liang', 'Zaiyi Liu', 'Xiaohui Guo', 'Guoqiang Han', 'Xin Chen', 'Chu Han']",2023.0,"Computer Science, Engineering",https://www.semanticscholar.org/paper/ae4cb6c70ab9149b55fbe0a36839e3438bf41485
Personalized and privacy-preserving federated heterogeneous medical image analysis with PPPML-HMI,"@Article{Zhou2023PersonalizedAP,
 author = {Juexiao Zhou and Longxi Zhou and Di Wang and Xiaopeng Xu and Haoyang Li and Yuetan Chu and Wenkai Han and Xin Gao},
 journal = {ArXiv},
 title = {Personalized and privacy-preserving federated heterogeneous medical image analysis with PPPML-HMI},
 volume = {abs/2302.11571},
 year = {2023}
}
",10.48550/arXiv.2302.12662,"['Juexiao Zhou', 'Longxi Zhou', 'Di Wang', 'Xiaopeng Xu', 'Haoyang Li', 'Yuetan Chu', 'Wenkai Han', 'Xin Gao']",2023.0,"Computer Science, Medicine, Engineering",https://www.semanticscholar.org/paper/27387572208cf777fb2c55db8880dd5407d0e779
Auditing large language models: a three-layered approach,"@Article{Mokander2023AuditingLL,
 author = {Jakob Mokander and Jonas Schuett and Hannah Rose Kirk and Luciano Floridi},
 journal = {ArXiv},
 title = {Auditing large language models: a three-layered approach},
 volume = {abs/2302.08500},
 year = {2023}
}
",10.1101/2023.02.19.22279631,"['Jakob Mokander', 'Jonas Schuett', 'Hannah Rose Kirk', 'Luciano Floridi']",2023.0,Computer Science,https://www.semanticscholar.org/paper/22e2f488ecd88bd2adf79092d0d390d8f7b06a0f
Frugal day-ahead forecasting of multiple local electricity loads by aggregating adaptive models,"@Article{Lambert2023FrugalDF,
 author = {Guillaume Lambert and Bachir Hamrouche and Joseph De Vilmarest},
 journal = {Scientific Reports},
 title = {Frugal day-ahead forecasting of multiple local electricity loads by aggregating adaptive models},
 volume = {13},
 year = {2023}
}
",10.1007/s43681-023-00289-2,"['Guillaume Lambert', 'Bachir Hamrouche', 'Joseph De Vilmarest']",2023.0,"Computer Science, Medicine, Mathematics",https://www.semanticscholar.org/paper/adf50ebbfa84e77ca6a6bcc98133a95a0e5cf2a0
Collaborative Differentially Private Federated Learning Framework for the Prediction of Diabetic Retinopathy,"@Article{Hossain2023CollaborativeDP,
 author = {Ismail Hossain and Sai Puppala and Sajedul Talukder},
 journal = {2023 IEEE 2nd International Conference on AI in Cybersecurity (ICAIC)},
 pages = {1-6},
 title = {Collaborative Differentially Private Federated Learning Framework for the Prediction of Diabetic Retinopathy},
 year = {2023}
}
",10.1038/s41598-023-42488-1,"['Ismail Hossain', 'Sai Puppala', 'Sajedul Talukder']",2023.0,,https://www.semanticscholar.org/paper/ce407b497294d29293c615e24b54c01951022527
Privacy-Preserving Federated Learning in Healthcare,"@Article{Moon2023PrivacyPreservingFL,
 author = {Sunghwan Moon and Won Hee Lee},
 journal = {2023 International Conference on Electronics, Information, and Communication (ICEIC)},
 pages = {1-4},
 title = {Privacy-Preserving Federated Learning in Healthcare},
 year = {2023}
}
",10.1109/ICAIC57335.2023.10044122,"['Sunghwan Moon', 'Won Hee Lee']",2023.0,Computer Science,https://www.semanticscholar.org/paper/49fee8ccb5f59f98a9e23594022f19ca180425d8
FedQNN: A Computation–Communication-Efficient Federated Learning Framework for IoT With Low-Bitwidth Neural Network Quantization,"@Article{Ji2023FedQNNAC,
 author = {Yu Ji and Lan Chen},
 journal = {IEEE Internet of Things Journal},
 pages = {2494-2507},
 title = {FedQNN: A Computation–Communication-Efficient Federated Learning Framework for IoT With Low-Bitwidth Neural Network Quantization},
 volume = {10},
 year = {2023}
}
",10.1109/ICEIC57457.2023.10049966,"['Yu Ji', 'Lan Chen']",2023.0,Computer Science,https://www.semanticscholar.org/paper/cf4133c5babee86f30aca13e028fdb5ace687c4c
Adversarial robustness benchmark for EEG-based brain-computer interfaces,"@Article{Meng2023AdversarialRB,
 author = {Lubin Meng and Xue Jiang and Dongrui Wu},
 journal = {Future Gener. Comput. Syst.},
 pages = {231-247},
 title = {Adversarial robustness benchmark for EEG-based brain-computer interfaces},
 volume = {143},
 year = {2023}
}
",10.1109/JIOT.2022.3213650,"['Lubin Meng', 'Xue Jiang', 'Dongrui Wu']",2023.0,Computer Science,https://www.semanticscholar.org/paper/aa67e0dc569c5d826feda50a7f90526f9af2b67d
No Matter How You Slice It: Machine Unlearning with SISA Comes at the Expense of Minority Classes,"@Article{Koch2023NoMH,
 author = {Korbinian Koch and Marcus Soll},
 journal = {2023 IEEE Conference on Secure and Trustworthy Machine Learning (SaTML)},
 pages = {622-637},
 title = {No Matter How You Slice It: Machine Unlearning with SISA Comes at the Expense of Minority Classes},
 year = {2023}
}
",10.1016/j.future.2023.01.028,"['Korbinian Koch', 'Marcus Soll']",2023.0,,https://www.semanticscholar.org/paper/6819341b679eaef6040d37fab172ddbff333a5e3
Prediction via Similarity: Biomedical Big Data and the Case of Cancer Models,"@Article{Boniolo2023PredictionVS,
 author = {Fabio Boniolo and G. Boniolo and Giovanni Valente},
 journal = {Philosophy & Technology},
 pages = {1-20},
 title = {Prediction via Similarity: Biomedical Big Data and the Case of Cancer Models},
 volume = {36},
 year = {2023}
}
",10.1109/SaTML54575.2023.00047,"['Fabio Boniolo', 'G. Boniolo', 'Giovanni Valente']",2023.0,,https://www.semanticscholar.org/paper/598933a612e75057263d66c527237792a2a2a0c7
Multi-omics data integration methods and their applications in psychiatric disorders,"@Article{Sathyanarayanan2023MultiomicsDI,
 author = {A. Sathyanarayanan and Tamara T. Mueller and Mohammad Ali Moni and Katja Schueler and B. Baune and P. Liò and D. Mehta and B. Baune and M. Dierssen and Bjarke Ebert and C. Fabbri and P. Fusar-Poli and M. Gennarelli and C. Harmer and O. Howes and J. Janzing and E. Maron and D. Mehta and A. Minelli and L. Nonell and C. Pisanu and M. Potier and F. Rybakowski and A. Serretti and Alessio Sqassina and D. Stacey and R. van Westrhenen and L. Xicota},
 journal = {European Neuropsychopharmacology},
 pages = {26-46},
 title = {Multi-omics data integration methods and their applications in psychiatric disorders},
 volume = {69},
 year = {2023}
}
",10.1007/s13347-023-00608-9,"['A. Sathyanarayanan', 'Tamara T. Mueller', 'Mohammad Ali Moni', 'Katja Schueler', 'B. Baune', 'P. Liò', 'D. Mehta', 'B. Baune', 'M. Dierssen', 'Bjarke Ebert', 'C. Fabbri', 'P. Fusar-Poli', 'M. Gennarelli', 'C. Harmer', 'O. Howes', 'J. Janzing', 'E. Maron', 'D. Mehta', 'A. Minelli', 'L. Nonell', 'C. Pisanu', 'M. Potier', 'F. Rybakowski', 'A. Serretti', 'Alessio Sqassina', 'D. Stacey', 'R. van Westrhenen', 'L. Xicota']",2023.0,Medicine,https://www.semanticscholar.org/paper/5a5b2b07edb7c264934628b35b6431986e988aa7
Dataset Distillation: A Comprehensive Review,"@Article{Yu2023DatasetDA,
 author = {Ruonan Yu and Songhua Liu and Xinchao Wang},
 journal = {IEEE transactions on pattern analysis and machine intelligence},
 title = {Dataset Distillation: A Comprehensive Review},
 volume = {PP},
 year = {2023}
}
",10.1016/j.euroneuro.2023.01.001,"['Ruonan Yu', 'Songhua Liu', 'Xinchao Wang']",2023.0,"Computer Science, Medicine",https://www.semanticscholar.org/paper/eee717fe442232623ea4abdb3f1e6cf7987577e1
Personalized federated learning with model interpolation among client clusters and its application in smart home,"@Article{Yang2023PersonalizedFL,
 author = {Zhikai Yang and Yaping Liu and Shuo Zhang and Keshen Zhou},
 journal = {World Wide Web},
 pages = {2175-2200},
 title = {Personalized federated learning with model interpolation among client clusters and its application in smart home},
 volume = {26},
 year = {2023}
}
",10.48550/arXiv.2301.07014,"['Zhikai Yang', 'Yaping Liu', 'Shuo Zhang', 'Keshen Zhou']",2023.0,Computer Science,https://www.semanticscholar.org/paper/79f8e60498d25469e715878a8c932003a7faf410
Collective Privacy Recovery: Data-sharing Coordination via Decentralized Artificial Intelligence,"@Article{Pournaras2023CollectivePR,
 author = {Evangelos Pournaras and M. Ballandies and S. Bennati and Chien-fei Chen},
 journal = {ArXiv},
 title = {Collective Privacy Recovery: Data-sharing Coordination via Decentralized Artificial Intelligence},
 volume = {abs/2301.05995},
 year = {2023}
}
",10.1007/s11280-022-01132-0,"['Evangelos Pournaras', 'M. Ballandies', 'S. Bennati', 'Chien-fei Chen']",2023.0,Computer Science,https://www.semanticscholar.org/paper/cfc0df00d27fb02c91652225c25c76dc1abfee01
Machine learning in biosignals processing for mental health: A narrative review,"@Article{Sajno2023MachineLI,
 author = {Elena Sajno and Sabrina Bartolotta and Cosimo Tuena and P. Cipresso and E. Pedroli and G. Riva},
 journal = {Frontiers in Psychology},
 title = {Machine learning in biosignals processing for mental health: A narrative review},
 volume = {13},
 year = {2023}
}
",10.48550/arXiv.2301.05995,"['Elena Sajno', 'Sabrina Bartolotta', 'Cosimo Tuena', 'P. Cipresso', 'E. Pedroli', 'G. Riva']",2023.0,Medicine,https://www.semanticscholar.org/paper/b67421f5e3b2fd8e656e007f9902678665c47a6f
Layer-wise Knowledge Distillation for Cross-Device Federated Learning,"@Article{Le2023LayerwiseKD,
 author = {Huy Q. Le and Loc X. Nguyen and Seong-Bae Park and C. Hong},
 journal = {2023 International Conference on Information Networking (ICOIN)},
 pages = {526-529},
 title = {Layer-wise Knowledge Distillation for Cross-Device Federated Learning},
 year = {2023}
}
",10.3389/fpsyg.2022.1066317,"['Huy Q. Le', 'Loc X. Nguyen', 'Seong-Bae Park', 'C. Hong']",2023.0,Computer Science,https://www.semanticscholar.org/paper/f63720481f99b7de40e14613864577c63e320a6d
Building Trust in Medical Use of Artificial Intelligence – The Swarm Learning Principle,"@Article{Schultze2023BuildingTI,
 author = {J. Schultze},
 journal = {Journal of CME},
 title = {Building Trust in Medical Use of Artificial Intelligence – The Swarm Learning Principle},
 volume = {12},
 year = {2023}
}
",10.1109/ICOIN56518.2023.10049011,['J. Schultze'],2023.0,Medicine,https://www.semanticscholar.org/paper/6a73f6dff9b4e6365d1f34dcbc847282110c2634
Proportionally Fair Hospital Collaborations in Federated Learning of Histopathology Images,"@Article{Hosseini2023ProportionallyFH,
 author = {S. M. Hosseini and Milad Sikaroudi and Morteza Babaie and H. Tizhoosh},
 journal = {IEEE Transactions on Medical Imaging},
 pages = {1982-1995},
 title = {Proportionally Fair Hospital Collaborations in Federated Learning of Histopathology Images},
 volume = {42},
 year = {2023}
}
",10.1080/28338073.2022.2162202,"['S. M. Hosseini', 'Milad Sikaroudi', 'Morteza Babaie', 'H. Tizhoosh']",2023.0,"Computer Science, Medicine",https://www.semanticscholar.org/paper/ef4e7d1b73624e5cdb3fc8e200c39cef2b27c00b
Personalized Progressive Federated Learning with Leveraging Client-Specific Vertical Features,"@Article{Kim2023PersonalizedPF,
 author = {Tae Hyun Kim and Won Seok Jang and S. Heo and MinDong Sung and Y. Park},
 journal = {Computer Science and Machine Learning Trends 2023},
 title = {Personalized Progressive Federated Learning with Leveraging Client-Specific Vertical Features},
 year = {2023}
}
",10.1109/TMI.2023.3234450,"['Tae Hyun Kim', 'Won Seok Jang', 'S. Heo', 'MinDong Sung', 'Y. Park']",2023.0,,https://www.semanticscholar.org/paper/adbb502fffd4afa964f982c46db8bcb6c156fffe
Learning from data with structured missingness,"@Article{Mitra2023LearningFD,
 author = {R. Mitra and Sarah F. McGough and Tapabrata (Rohan) Chakraborty and Chris C. Holmes and Ryan Copping and Niels Hagenbuch and Stefanie Biedermann and Jack Noonan and B. Lehmann and Aditi Shenvi and X. V. Doan and David Leslie and G. Bianconi and Rubén J. Sánchez-García and Alisha Davies and M. Mackintosh and E. Andrinopoulou and A. Basiri and Chris Harbron and Ben D. MacArthur},
 journal = {Nature Machine Intelligence},
 pages = {13-23},
 title = {Learning from data with structured missingness},
 volume = {5},
 year = {2023}
}
",10.5121/csit.2023.130106,"['R. Mitra', 'Sarah F. McGough', 'Tapabrata (Rohan) Chakraborty', 'Chris C. Holmes', 'Ryan Copping', 'Niels Hagenbuch', 'Stefanie Biedermann', 'Jack Noonan', 'B. Lehmann', 'Aditi Shenvi', 'X. V. Doan', 'David Leslie', 'G. Bianconi', 'Rubén J. Sánchez-García', 'Alisha Davies', 'M. Mackintosh', 'E. Andrinopoulou', 'A. Basiri', 'Chris Harbron', 'Ben D. MacArthur']",2023.0,"Computer Science, Mathematics",https://www.semanticscholar.org/paper/4a444a5e8da6d4d777c4887718efb9e26097e2d1
